ARCH	EPOCHS	REG	LAMB	ALPHA	FT	ID	optionals	Acc	Loss	Time	Nodes
6x100	50.0	spr	0.5	0.1	10.0	10000.0		97.58	0.025956762954592705	180.1997995376587	50.0
6x100	50.0	spr	0.5	0.1	10.0	10000.0		97.55	0.026072198525071144	180.37227988243103	50.0
6x100	50.0	l1l2	1.0	0.1	10.0	10000.0		96.79	0.037538815289735794	55.76956033706665	50.0
6x100	50.0	l1l2	1.0	0.1	10.0	10000.0		96.15	0.03930142894387245	40.72135281562805	50.0
6x100	50.0	l1l2	1.0	0.1	10.0	10000.0		97.06	0.04177349805831909	21.715149879455566	50.0
6x100	50.0	spr	0.5	0.5	10.0	10000.0		97.4	0.045377135276794434	114.00904154777527	50.0
6x100	50.0	spr	0.5	0.5	10.0	10000.0		97.3	0.10189782828092575	111.60973119735718	50.0
6x100	50.0	spr	0.5	0.5	10.0	10000.0		97.42	0.03597434610128403	180.0891182422638	50.0
6x100	50.0	l1l2	1.0	0.5	10.0	10000.0		97.26	0.024396255612373352	125.51427960395813	50.0
6x100	50.0	l1l2	1.0	0.5	10.0	10000.0		97.13	0.02127191238105297	180.0965292453766	50.0
6x100	50.0	l1l2	1.0	0.5	10.0	10000.0		96.82	0.12912867963314056	140.20826387405396	50.0
6x100	50.0	spr	0.5	0.9	10.0	10000.0		97.85	0.01913769170641899	180.34632349014282	50.0
6x100	50.0	spr	0.5	0.9	10.0	10000.0		97.72	0.0246365237981081	180.4533290863037	50.0
6x100	50.0	spr	0.5	0.9	10.0	10000.0		97.79	0.010308158583939075	180.13339567184448	50.0
6x100	50.0	l1l2	1.0	0.9	10.0	10000.0		97.38	0.01354993786662817	180.1061680316925	50.0
6x100	50.0	l1l2	1.0	0.9	10.0	10000.0		97.33	0.04730713367462158	180.40196013450623	50.0
6x100	50.0	l1l2	1.0	0.9	10.0	10000.0		97.43	0.04774251952767372	140.77687811851501	50.0
6x100	50.0	spr	1.0	0.1	10.0	10000.0		97.38	0.014086195267736912	159.13255381584167	50.0
6x100	50.0	spr	1.0	0.1	10.0	10000.0		97.45	0.010266327299177647	70.33952403068542	50.0
6x100	50.0	spr	1.0	0.1	10.0	10000.0		97.63	0.026906713843345642	180.11767721176147	50.0
6x100	50.0	spr	1.0	0.5	10.0	10000.0		96.37	0.00663791736587882	44.77542567253113	50.0
6x100	50.0	spr	1.0	0.5	10.0	10000.0		96.19	0.12044414132833481	57.8849515914917	50.0
6x100	50.0	spr	1.0	0.5	10.0	10000.0		96.51	0.08596507459878922	25.962541341781616	50.0
6x100	50.0	spr	1.0	0.9	10.0	10000.0		96.72	0.011714662425220013	141.02813029289246	50.0
6x100	50.0	spr	1.0	0.9	10.0	10000.0		97.37	0.048069462180137634	119.884024143219	50.0
6x100	50.0	spr	1.0	0.9	10.0	10000.0		97.32	0.07747689634561539	152.52654266357422	50.0
